repoName,repoCreatedAt,totalCommits,totalContribuors,commits
tf-registry,2020-10-06T15:18:58Z,0,0,[]
mike-the-repo,2020-12-08T16:28:24Z,0,0,[]
mastery-rmis-sync,2020-05-07T17:33:22Z,0,0,[]
tf-service-principals,2021-01-21T21:43:02Z,0,0,[]
user-notifications-function,2021-01-12T18:29:18Z,0,0,[]
data-cleanse-poc,2021-03-23T16:51:39Z,0,0,[]
Network-Config-Files,2021-04-06T13:34:23Z,0,0,[]
epox-driver-itin-matching-csharp,2021-05-13T19:28:43Z,0,0,[]
driver-android-compose,2021-08-10T14:56:58Z,0,0,[]
epox-eta,2021-11-11T06:25:39Z,0,0,[]
terraform-mastery-velero,2021-09-09T20:50:10Z,0,0,[]
apollo-build-status-alerter,2022-03-24T20:00:39Z,0,0,[]
mastery-egress-driver-assignment-consumer,2021-03-03T20:14:38Z,0,0,[]
flatfile-newrelic-terraform,2022-07-08T15:53:58Z,0,0,[]
stalled_pods,2022-05-04T16:00:23Z,0,0,[]
mastery-keyvault-infinity-train,2021-06-15T15:16:44Z,0,0,[]
epox-rate-calculator-cs,2022-03-02T19:21:46Z,0,0,[]
slack-api-newrelic-terraform,2022-06-27T16:40:50Z,0,0,[]
torgom,2022-08-03T20:49:50Z,0,0,[]
test-data-generator,2022-06-15T10:19:55Z,0,0,[]
mastery-egress-employee-consumer,2020-11-30T21:00:35Z,0,0,[]
blume-event-notifications,2022-03-29T14:13:06Z,0,0,[]
mastery-ingress-tracking-update-consumer,2021-02-15T19:17:55Z,0,0,[]
loadex-nx-tools,2022-08-08T10:09:57Z,4,1,"[{""author"":""daniel-vitelli"",""commits"":[{""committedDate"":""2022-09-03"",""additions"":5,""deletions"":2,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":70,""deletions"":167,""commitCount"":3}]}]"
entity-configuration-cli,2021-05-06T16:36:53Z,0,0,[]
lachesis-engine,2020-06-02T12:39:58Z,4,1,"[{""author"":""dbauswel"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":1586,""deletions"":85,""commitCount"":4}]}]"
mercury-nestjs-utils,2022-05-06T12:22:02Z,0,0,[]
qualified-carriers,2021-09-13T09:58:47Z,7,2,"[{""author"":""mastery-dhananjay-shinde"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":261,""deletions"":58,""commitCount"":3},{""committedDate"":""2022-09-02"",""additions"":250,""deletions"":54,""commitCount"":1}]},{""author"":""mastery-vidhya-patel"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":265,""deletions"":62,""commitCount"":3}]}]"
client-exceptions-validation-service,2022-03-14T22:06:46Z,6,3,"[{""author"":""daniel-vitelli"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":1070,""deletions"":1813,""commitCount"":1}]},{""author"":""andrewhessler"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":6,""deletions"":1,""commitCount"":1}]},{""author"":""masterybot"",""commits"":[{""committedDate"":""2022-09-03"",""additions"":25,""deletions"":14,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":704,""deletions"":306,""commitCount"":3}]}]"
mastery-connect,2021-05-27T20:31:41Z,9,1,"[{""author"":""captainrdubb"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":232,""deletions"":18,""commitCount"":9}]}]"
flask-api-template,2020-05-08T15:25:26Z,0,0,[]
mastery-infrastructure-core,2020-11-18T18:40:15Z,0,0,[]
vault,2020-11-04T19:47:29Z,0,0,[]
mastery-docmosis-service,2020-07-23T10:54:01Z,0,0,[]
dbdiff,2020-07-14T02:54:57Z,0,0,[]
dotnet-kafka-spike,2020-08-12T18:51:39Z,0,0,[]
poc-user-notifications,2020-11-19T22:36:01Z,0,0,[]
order-event-tester,2020-11-17T19:48:02Z,0,0,[]
mastery-keyvault-deer-path,2021-07-21T09:49:10Z,0,0,[]
aardvark-keyvault,2021-07-19T22:20:38Z,0,0,[]
assets-trailer-service,2021-08-28T16:03:51Z,0,0,[]
aardwolf-keyvault,2021-06-03T19:15:37Z,0,0,[]
kafka-topics,2021-06-24T20:15:53Z,0,0,[]
terraform-mastery-mmservicegroups,2021-07-15T14:17:23Z,0,0,[]
AssetsV2-KeyVault,2021-12-01T15:19:59Z,0,0,[]
mastery-keyvault-byblos,2022-04-07T12:41:03Z,0,0,[]
alchemy-newrelic-dashboard,2021-12-06T16:12:13Z,0,0,[]
epox-io-cs,2022-02-17T23:45:50Z,0,0,[]
pocs-kafka-js-example,2022-03-14T14:20:59Z,0,0,[]
epox-sp-cvrptw-cs,2022-04-18T14:44:28Z,0,0,[]
aardvark,2022-04-04T13:48:16Z,0,0,[]
data-exchange-scheduler,2021-11-20T11:34:43Z,0,0,[]
loadex-3p-integration-utils,2021-06-18T16:18:38Z,0,0,[]
mastery-ingress-vendor-invoice-consumer,2021-03-18T19:39:29Z,0,0,[]
terraform-mastery-tableaubridge,2021-10-07T17:57:33Z,0,0,[]
harlie-query-utils,2021-03-31T17:35:40Z,0,0,[]
mastery-egress-voucher-consumer-xl,2022-01-11T19:32:25Z,0,0,[]
mastery-edi-service,2022-08-16T14:46:12Z,0,0,[]
mastermind-tests,2021-05-24T15:43:35Z,29,5,"[{""author"":""mastery-swati-jadhav"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":117,""deletions"":39,""commitCount"":2},{""committedDate"":""2022-09-08"",""additions"":226,""deletions"":0,""commitCount"":2},{""committedDate"":""2022-09-07"",""additions"":144,""deletions"":88,""commitCount"":2},{""committedDate"":""2022-09-06"",""additions"":166,""deletions"":0,""commitCount"":1}]},{""author"":""mastery-sanket-ruikar"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":51,""deletions"":1,""commitCount"":1},{""committedDate"":""2022-09-08"",""additions"":69,""deletions"":0,""commitCount"":1},{""committedDate"":""2022-09-07"",""additions"":210,""deletions"":0,""commitCount"":2},{""committedDate"":""2022-09-06"",""additions"":25,""deletions"":0,""commitCount"":1}]},{""author"":""mastery-hitesh-patil"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":36,""deletions"":0,""commitCount"":1},{""committedDate"":""2022-09-07"",""additions"":36,""deletions"":0,""commitCount"":1},{""committedDate"":""2022-09-06"",""additions"":57,""deletions"":19,""commitCount"":4}]},{""author"":""mastery-pradnesh-amin"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":351,""deletions"":3,""commitCount"":2},{""committedDate"":""2022-09-06"",""additions"":263,""deletions"":44,""commitCount"":2},{""committedDate"":""2022-09-02"",""additions"":93,""deletions"":0,""commitCount"":1}]},{""author"":""mastery-anjali-patange"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":181,""deletions"":0,""commitCount"":2},{""committedDate"":""2022-09-07"",""additions"":124,""deletions"":0,""commitCount"":2},{""committedDate"":""2022-09-06"",""additions"":92,""deletions"":0,""commitCount"":1},{""committedDate"":""2022-09-05"",""additions"":18,""deletions"":0,""commitCount"":1}]}]"
python_interviews,2019-08-27T20:59:34Z,0,0,[]
go-http-poc,2019-10-10T20:57:35Z,0,0,[]
poc-graphql-federation,2020-03-04T22:18:57Z,0,0,[]
pg-2-schema,2020-05-14T19:22:00Z,0,0,[]
apollo-stitching,2020-05-15T16:46:41Z,0,0,[]
data-scripts,2020-08-11T17:15:55Z,0,0,[]
pg-monitor,2020-11-10T20:32:17Z,0,0,[]
data-warehouse-multi-poc,2021-01-14T15:35:21Z,0,0,[]
node-red-template,2021-01-06T16:56:11Z,0,0,[]
mastery-network,2020-11-18T22:15:08Z,0,0,[]
apollo-federation-throwback,2020-08-25T15:18:15Z,0,0,[]
mastery-aks-cluster,2020-11-23T21:15:38Z,0,0,[]
mastery-keyvault-incense-route,2021-07-01T12:27:36Z,0,0,[]
demo-kafka-consumer-app,2021-08-04T19:35:28Z,0,0,[]
template-cli-excel-import,2021-07-16T17:09:04Z,0,0,[]
mastery-keyvault-parzival,2021-06-10T19:19:10Z,0,0,[]
test-consumer,2021-05-19T16:04:32Z,0,0,[]
kafka-test-utils,2021-07-07T18:00:48Z,0,0,[]
user-notification-consumer,2021-01-28T21:00:39Z,0,0,[]
TruckEntry-sonar-cloud-eval,2021-03-11T15:11:37Z,0,0,[]
epox-hos,2021-03-12T20:26:50Z,0,0,[]
lachesis-minion-feature-flags,2021-11-16T15:03:40Z,0,0,[]
TestRepo,2021-09-08T20:20:31Z,0,0,[]
trailer-keyvault,2021-09-15T10:35:32Z,0,0,[]
mastery-egress-customer-invoice-consumer-xl-keyvault,2022-01-21T00:10:59Z,0,0,[]
mastery-test-utils,2021-09-20T19:29:27Z,0,0,[]
poet,2021-02-24T05:52:44Z,0,0,[]
team-baahubali-alerts,2022-04-21T20:28:38Z,0,0,[]
postgres-query-monitor,2022-02-07T15:40:22Z,0,0,[]
terraform-mastery-azure-automation,2022-01-20T16:09:22Z,0,0,[]
one-off-alerting,2021-02-16T14:49:26Z,0,0,[]
confluent-migration-tools,2022-03-10T20:37:16Z,0,0,[]
powerbi-embed-service,2021-11-11T11:18:07Z,0,0,[]
loadex-keyvaults,2021-06-22T16:04:42Z,0,0,[]
terraform-mastery-postgres-monitors,2021-03-12T14:52:15Z,0,0,[]
mastery-egress-truck-consumer,2020-09-18T16:27:22Z,0,0,[]
mastery-egress-offer-consumer,2021-03-01T07:03:31Z,0,0,[]
mastery-grafana,2021-05-18T12:49:31Z,0,0,[]
linked-routes-nest-poc,2022-07-23T18:11:55Z,0,0,[]
epox-eta-cs,2022-02-07T20:07:46Z,0,0,[]
loup-release-api,2022-05-24T05:50:39Z,0,0,[]
mastery-egress-customer-invoice-consumer-xl,2022-01-20T23:45:38Z,0,0,[]
cloud-engineering-custom-code,2022-03-21T13:56:01Z,0,0,[]
Demoapi,2022-08-15T23:28:07Z,0,0,[]
records,2022-08-19T09:22:46Z,0,0,[]
kingpin-newrelic-terraform,2022-04-07T22:09:30Z,0,0,[]
mastery-edi-integration,2020-05-14T11:49:40Z,0,0,[]
crm-interactions-microservice,2022-03-25T07:53:13Z,5,2,"[{""author"":""SumanthSathi"",""commits"":[{""committedDate"":""2022-09-05"",""additions"":49,""deletions"":5,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":27,""deletions"":0,""commitCount"":1}]},{""author"":""VamsiChapa"",""commits"":[{""committedDate"":""2022-09-05"",""additions"":2,""deletions"":2,""commitCount"":1},{""committedDate"":""2022-09-03"",""additions"":47,""deletions"":3,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":1,""deletions"":0,""commitCount"":1}]}]"
apollo-federation,2020-04-13T20:22:40Z,0,0,[]
noc-portal,2022-04-22T19:44:31Z,18,3,"[{""author"":""“jensen.koch@mastery.net”"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":29321,""deletions"":21070,""commitCount"":8},{""committedDate"":""2022-09-07"",""additions"":337,""deletions"":6,""commitCount"":1}]},{""author"":""Jensen-Koch"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":17632,""deletions"":28074,""commitCount"":5}]},{""author"":""dependabot[bot]"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":70360,""deletions"":112296,""commitCount"":4}]}]"
miso-plugins,2022-05-10T13:33:32Z,2,1,"[{""author"":""ConnorStutsrim"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":69,""deletions"":99,""commitCount"":2}]}]"
mastery-egress-route-vendor-consumer,2021-05-10T14:15:33Z,5,1,"[{""author"":""mastery-shubham-thorat"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":29,""deletions"":25,""commitCount"":3},{""committedDate"":""2022-09-07"",""additions"":19,""deletions"":11,""commitCount"":2}]}]"
lachesis-subscription-event-consumer,2020-10-20T18:31:15Z,2,1,"[{""author"":""mastery-nitish-shrivastava"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":1,""deletions"":20,""commitCount"":1},{""committedDate"":""2022-09-06"",""additions"":1,""deletions"":20,""commitCount"":1}]}]"
mastery-infra-resourcegroup,2021-07-28T20:10:47Z,0,0,[]
data-pipeline-spike-faust-k8s,2019-08-29T20:58:36Z,0,0,[]
nodejs-kafka-spike,2020-04-02T21:36:43Z,0,0,[]
mastery-code-exercise-csharp,2020-04-30T15:46:46Z,0,0,[]
plat247spike,2020-10-06T15:28:08Z,0,0,[]
airflow-hello-world,2020-07-31T16:51:13Z,0,0,[]
tf-airflow,2020-07-30T18:45:54Z,0,0,[]
mastery-document-generator,2020-07-08T08:31:18Z,0,0,[]
test-project,2021-04-29T19:19:56Z,0,0,[]
xray-test-utils,2021-05-27T19:17:08Z,0,0,[]
tracking-3pi-utils,2021-06-17T21:57:11Z,0,0,[]
mastery-keyvault-lovelace,2021-07-09T17:24:10Z,0,0,[]
mastery-keyvault-jericho,2021-07-01T12:23:22Z,0,0,[]
mastery-keyvault-tea-route,2021-07-01T12:28:49Z,0,0,[]
.github,2021-02-24T21:42:57Z,0,0,[]
pipeline-poc,2021-04-19T18:38:43Z,0,0,[]
ron-nestjs-spike,2021-04-24T19:29:58Z,0,0,[]
alchemy-costquote-old,2021-06-09T07:20:46Z,0,0,[]
PSE_Test,2021-09-02T18:52:43Z,0,0,[]
assets-newrelic-terraform,2022-04-06T20:25:09Z,0,0,[]
nestegg-template,2022-03-27T16:48:32Z,0,0,[]
nestegg,2021-12-06T20:03:02Z,0,0,[]
music-city-keyvault-templates,2022-04-22T18:53:59Z,0,0,[]
terraform-mastery-eventhub,2021-03-23T19:25:32Z,0,0,[]
jay-repo-test,2021-07-20T15:11:29Z,0,0,[]
incense-route-newrelic-terraform,2022-06-07T06:26:26Z,0,0,[]
mastery-ingress-power-consumer,2022-07-06T06:51:09Z,0,0,[]
incidents-legacy,2021-08-26T19:43:13Z,0,0,[]
mastery-ingress-driver-assignment-consumer,2021-03-10T18:35:00Z,0,0,[]
core-graphql-complexity,2022-08-10T21:58:54Z,0,0,[]
midas-newrelic-terraform,2022-09-01T03:57:26Z,0,0,[]
core-engineering-checks,2022-04-07T20:20:21Z,0,0,[]
graph-test-api,2022-02-01T17:01:19Z,0,0,[]
audit-service,2020-08-05T18:36:49Z,0,0,[]
tracking-eta,2021-11-22T20:35:32Z,2,2,"[{""author"":""seandanmls"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":1,""deletions"":2,""commitCount"":1}]},{""author"":""masterybot"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":0,""deletions"":11,""commitCount"":1}]}]"
hayk-rules-engine,2021-01-22T16:32:42Z,2,1,"[{""author"":""mls-will"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":32,""deletions"":5,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":244,""deletions"":19,""commitCount"":1}]}]"
lachesis-db,2020-06-01T21:14:23Z,3,1,"[{""author"":""dbauswel"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":3,""deletions"":845,""commitCount"":3}]}]"
powerbi-embed-service-node,2022-08-03T07:41:00Z,12,2,"[{""author"":""mastery-aakash-kannojiya"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":2,""deletions"":2,""commitCount"":2},{""committedDate"":""2022-09-06"",""additions"":471,""deletions"":84,""commitCount"":2}]},{""author"":""mastery-neha-chavan"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":86,""deletions"":24,""commitCount"":3},{""committedDate"":""2022-09-02"",""additions"":284,""deletions"":102,""commitCount"":5}]}]"
long-haul-newrelic-terraform,2022-03-07T16:05:18Z,2,1,"[{""author"":""dancarlstedt"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":0,""deletions"":178,""commitCount"":2}]}]"
data-pipeline-spike-azure-fns,2019-08-15T22:13:43Z,0,0,[]
csharp-http-poc,2019-10-17T21:55:36Z,0,0,[]
load-status-engine,2020-05-18T21:08:35Z,0,0,[]
tableau-artifacts,2020-04-26T05:55:18Z,0,0,[]
active-directory-sync,2020-05-06T15:11:48Z,0,0,[]
locker-ex,2019-11-25T16:41:40Z,0,0,[]
azure-message-bus-poc,2020-03-31T16:40:27Z,0,0,[]
docker-kompose,2020-04-29T19:08:28Z,0,0,[]
dbdiff-go,2020-06-17T23:34:31Z,0,0,[]
docker-apollo-cli,2020-08-26T20:24:24Z,0,0,[]
db-dump,2020-12-16T17:33:28Z,0,0,[]
workflow-scheduling,2020-10-06T14:28:22Z,0,0,[]
github-actions-poc,2020-10-26T21:40:40Z,0,0,[]
action-terraform-deploy,2020-07-16T00:59:38Z,0,0,[]
tracking-translator,2020-07-16T00:14:32Z,0,0,[]
weatherapp,2020-07-30T18:47:29Z,0,0,[]
epox-hos-dp,2021-03-19T17:04:38Z,0,0,[]
mastery-keyvault-template,2021-03-30T19:28:32Z,0,0,[]
loadex-validation,2021-03-29T15:25:13Z,0,0,[]
customer-order-rate,2021-06-08T09:34:25Z,0,0,[]
loadex-test-utils,2021-04-20T20:31:01Z,0,0,[]
mastery-keyvault-diesel,2021-07-13T13:45:16Z,0,0,[]
customer-migration-poc,2021-07-21T06:48:59Z,0,0,[]
epox-intermodal-poc,2021-07-21T17:55:59Z,0,0,[]
mastery-keyvault-tayrona,2021-06-15T19:13:53Z,0,0,[]
mastery-keyvault-riverboat,2021-07-01T12:30:28Z,0,0,[]
mastery-glossary,2021-09-01T17:07:36Z,0,0,[]
smc3-keyvault,2021-11-02T08:18:46Z,0,0,[]
nestjs-shared-module-template,2021-11-06T17:11:37Z,0,0,[]
mastery-imdl-keyvault,2022-03-23T21:22:23Z,0,0,[]
flatfile-spike,2022-04-21T15:33:13Z,0,0,[]
tdf,2022-04-22T04:18:44Z,0,0,[]
3pi-tracking-truckstop,2021-10-21T18:03:31Z,0,0,[]
mastery-jira-custom-integrations,2022-06-28T13:41:56Z,0,0,[]
mastery-egress-customer-consumer,2020-12-17T16:48:47Z,0,0,[]
mastery-ingress-procurement-route-consumer,2022-06-08T15:31:01Z,0,0,[]
procurement-trucks-consumer,2021-01-12T21:31:22Z,0,0,[]
records-microservice-tests,2022-03-11T12:44:24Z,0,0,[]
procurement-routes-consumer,2020-11-04T16:12:28Z,0,0,[]
test-env,2022-06-17T15:52:21Z,0,0,[]
mastery-autotruck-entry-service,2021-01-28T14:22:52Z,0,0,[]
mastery-keyvault-rome,2022-07-11T04:35:58Z,0,0,[]
mastery-egress-linked-routes-consumer,2021-09-27T06:46:33Z,0,0,[]
foreign-exchange-rates,2021-04-27T19:28:51Z,0,0,[]
ramrod-data-dictionary-client,2021-11-16T15:14:51Z,0,0,[]
mastery-ingress-offer-consumer,2022-08-25T11:52:19Z,6,2,"[{""author"":""mastery-hemanth-savvana"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":135,""deletions"":126,""commitCount"":1}]},{""author"":""mastery-gautam-ajani"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":62,""deletions"":57,""commitCount"":5}]}]"
documents-storage-service,2021-10-25T05:42:02Z,3,1,"[{""author"":""mastery-tanveer-bhatia"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":10,""deletions"":10,""commitCount"":3}]}]"
lane-import,2021-11-25T06:13:57Z,0,0,[]
alchemy-routing-guide,2021-04-30T16:00:21Z,0,0,[]
terraform-mastery-keyvault,2021-03-09T14:50:25Z,0,0,[]
mastery-request-to-book-service,2021-03-26T06:56:03Z,0,0,[]
mastery-order-api,2020-09-21T20:30:27Z,0,0,[]
homebrew-konductor,2021-06-07T19:20:14Z,0,0,[]
edi-monitor,2020-12-23T19:52:01Z,0,0,[]
terraform-mastery-resource-group-management,2021-12-14T14:11:34Z,4,2,"[{""author"":""sean-mcginn"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":7,""deletions"":2,""commitCount"":2}]},{""author"":""bschoenhardt"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":5,""deletions"":1,""commitCount"":1},{""committedDate"":""2022-09-06"",""additions"":115,""deletions"":0,""commitCount"":1}]}]"
mastery-egress-customer-accounting-consumer,2022-09-02T05:31:48Z,5,2,"[{""author"":""mastery-pranav-kikaganesh"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":1130,""deletions"":1630,""commitCount"":1},{""committedDate"":""2022-09-05"",""additions"":10,""deletions"":6,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":1143,""deletions"":1647,""commitCount"":2}]},{""author"":""mastery-amol-wanjare"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":11308,""deletions"":0,""commitCount"":1}]}]"
contacts-microservice,2022-03-25T10:07:48Z,4,2,"[{""author"":""SumanthSathi"",""commits"":[{""committedDate"":""2022-09-07"",""additions"":6,""deletions"":2,""commitCount"":1},{""committedDate"":""2022-09-05"",""additions"":1,""deletions"":0,""commitCount"":2}]},{""author"":""pactera@P0.local"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":6,""deletions"":2,""commitCount"":1}]}]"
slack-consumer-service,2022-06-09T21:45:04Z,1,1,"[{""author"":""adanyal-mastery"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":0,""deletions"":1,""commitCount"":1}]}]"
cloud-engineering-poc,2022-06-24T13:50:05Z,21,1,"[{""author"":""cg-mls"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":162,""deletions"":47,""commitCount"":21}]}]"
caen-locking-consumer,2020-10-07T16:35:16Z,3,1,"[{""author"":""mastery-nitish-shrivastava"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":1,""deletions"":21,""commitCount"":1},{""committedDate"":""2022-09-08"",""additions"":78,""deletions"":47,""commitCount"":2}]}]"
LSE-seer-consumer,2022-06-02T15:28:15Z,2,1,"[{""author"":""mastery-nitish-shrivastava"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":1,""deletions"":20,""commitCount"":1},{""committedDate"":""2022-09-08"",""additions"":1,""deletions"":20,""commitCount"":1}]}]"
truckentry,2019-05-14T14:36:50Z,0,0,[]
external_integrations,2020-03-11T20:39:20Z,0,0,[]
nodejs-build-action,2020-06-12T19:56:53Z,0,0,[]
admin-frontend,2019-11-05T22:38:48Z,0,0,[]
riparian,2019-11-05T22:25:46Z,0,0,[]
mileage-api,2019-10-29T20:43:25Z,0,0,[]
rust-http-poc,2019-10-23T16:12:23Z,0,0,[]
tracking-cli,2020-11-14T07:09:41Z,0,0,[]
analytics-poc,2020-11-25T21:35:13Z,0,0,[]
mastery-auth0,2020-10-23T14:18:01Z,0,0,[]
spike-email-notification,2020-09-23T12:27:48Z,0,0,[]
create-service-postgres,2020-08-21T18:43:36Z,0,0,[]
docker-avsc,2020-03-17T20:41:10Z,0,0,[]
example-event-grid-producer,2021-03-29T14:24:37Z,0,0,[]
credit-nestjs-spike,2021-04-09T15:31:39Z,0,0,[]
mastery-west,2021-05-18T19:00:08Z,0,0,[]
mastery-keyvault-silk-route,2021-06-16T10:37:35Z,0,0,[]
loadex-environment-tests,2021-05-30T16:01:53Z,0,0,[]
terraform-module-test,2022-02-04T15:44:02Z,0,0,[]
driver-keyvault,2021-09-23T10:09:44Z,0,0,[]
mastery-keyvault-argos,2021-11-19T04:50:18Z,0,0,[]
chris-smith-nestjs-federation-spike,2021-08-29T19:05:07Z,0,0,[]
BS_Test,2021-10-25T21:20:34Z,0,0,[]
domino,2022-04-14T01:31:50Z,0,0,[]
team-hercules-alerts,2022-04-21T20:29:28Z,0,0,[]
lachesis-canvas-validation,2022-02-25T17:49:40Z,0,0,[]
lachesis-pino-logger,2020-08-25T17:36:59Z,0,0,[]
music-city-github-actions,2022-07-30T01:51:08Z,0,0,[]
jericho-newrelic-terraform,2022-05-04T12:17:44Z,0,0,[]
terraform-mastery-serviceprincipal,2021-03-12T16:23:20Z,0,0,[]
mastery-keyvault-damascus,2022-07-11T10:33:48Z,0,0,[]
mastery-hub-kubernetes,2022-02-21T19:15:16Z,0,0,[]
fipps-newrelic-alerts,2022-03-17T16:20:43Z,0,0,[]
mastery-ingress-linked-routes-consumer,2021-09-02T20:04:24Z,0,0,[]
terraform-mastery-metrics-aggregation,2021-03-22T17:42:07Z,0,0,[]
mastery-repeat-order-service,2020-08-17T07:16:58Z,0,0,[]
incidents,2022-05-25T16:22:35Z,4,2,"[{""author"":""alexpojman"",""commits"":[{""committedDate"":""2022-09-06"",""additions"":6,""deletions"":1,""commitCount"":1}]},{""author"":""masterybot"",""commits"":[{""committedDate"":""2022-09-03"",""additions"":25,""deletions"":14,""commitCount"":1},{""committedDate"":""2022-09-02"",""additions"":275,""deletions"":160,""commitCount"":2}]}]"
employee,2021-08-09T18:08:13Z,2,1,"[{""author"":""mastery-prachi-karmalkar"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":15,""deletions"":1,""commitCount"":2}]}]"
mastery-user-access-api,2022-01-28T10:57:09Z,11,2,"[{""author"":""mastery-priyanka-chaudhary"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":110,""deletions"":0,""commitCount"":2},{""committedDate"":""2022-09-06"",""additions"":1742,""deletions"":585,""commitCount"":3}]},{""author"":""mastery-nathan-fischer"",""commits"":[{""committedDate"":""2022-09-08"",""additions"":49,""deletions"":203,""commitCount"":2},{""committedDate"":""2022-09-07"",""additions"":1131,""deletions"":18,""commitCount"":2},{""committedDate"":""2022-09-06"",""additions"":438,""deletions"":70,""commitCount"":2}]}]"
spice-route-newrelic-terraform,2021-10-25T09:45:42Z,5,1,"[{""author"":""mastery-tanveer-bhatia"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":59,""deletions"":51,""commitCount"":2},{""committedDate"":""2022-09-08"",""additions"":60,""deletions"":52,""commitCount"":3}]}]"
its-route-capacity-newrelic-terraform,2022-06-24T18:50:20Z,18,2,"[{""author"":""sarthakpe"",""commits"":[{""committedDate"":""2022-09-09"",""additions"":9,""deletions"":0,""commitCount"":1},{""committedDate"":""2022-09-08"",""additions"":5,""deletions"":5,""commitCount"":1},{""committedDate"":""2022-09-07"",""additions"":17,""deletions"":8,""commitCount"":2},{""committedDate"":""2022-09-06"",""additions"":13,""deletions"":13,""commitCount"":4},{""committedDate"":""2022-09-02"",""additions"":29,""deletions"":29,""commitCount"":9}]},{""author"":""mounika-basetty"",""commits"":[{""committedDate"":""2022-09-02"",""additions"":51,""deletions"":15,""commitCount"":1}]}]"
nk-rmis-xml-parser-spike,2020-02-04T15:46:28Z,0,0,[]
faust-avro,2019-11-14T15:56:50Z,0,0,[]
locker-go,2019-11-26T23:04:27Z,0,0,[]
mastery-tsconfig,2020-10-08T19:58:42Z,0,0,[]
VersionAPI,2020-10-16T07:02:02Z,0,0,[]
edi-location-updates-poc,2020-08-12T18:35:06Z,0,0,[]
http-azure-storage,2020-08-27T09:22:05Z,0,0,[]
python-template,2021-04-21T19:15:36Z,0,0,[]
cloud-engineering-demos,2021-07-16T14:44:12Z,0,0,[]
mastery-keyvault-route-66,2021-05-13T17:19:57Z,0,0,[]
epox-pareto-generator,2021-03-26T22:54:04Z,0,0,[]
thatonething,2021-03-03T20:30:08Z,0,0,[]
epox-hos-calculators-cs,2021-08-18T14:57:46Z,0,0,[]
team-assets-alerts,2022-04-21T20:27:37Z,0,0,[]
mastery-infra-networking,2021-08-03T19:39:24Z,0,0,[]
mercury-frontend-nx-poc,2022-04-08T18:34:01Z,0,0,[]
core-engineering-consumer-error-poc,2022-05-23T15:30:19Z,0,0,[]
loadex-version-manager,2022-08-03T00:59:03Z,0,0,[]
github-actions-tinkering,2022-07-23T16:53:27Z,0,0,[]
mercury-devops-integration-testing,2022-08-08T10:08:33Z,1,1,"[{""author"":""masterybot"",""commits"":[{""committedDate"":""2022-09-03"",""additions"":25,""deletions"":14,""commitCount"":1}]}]"
client-api-specs,2022-05-20T16:44:22Z,0,0,[]
test-data-factory,2022-04-29T20:55:15Z,0,0,[]
mastery-eventhubs,2021-07-14T18:27:37Z,0,0,[]
